sgiazzar,1,ART-1,{preschentsing1=sgiazz sgiaz}
sgiazzar,1,ART-7,{preschentsing1=sgiazzel sgiaz}
sgizzar,1,ART-1,{preschentsing1=sgizz sgiz}
sgizzar,1,ART-7,{preschentsing1=sgizzel sgiz}
sgnappar,1,ART-1,{preschentsing1=sgnapp sgnap}
sgnappar,1,ART-7,{preschentsing1=sgnappel sgnap}
sgranellar,1,ART-1,{preschentsing1=sgranell sgranel}
sgranellar,1,ART-7,{preschentsing1=sgranellel sgranel}
sgrattar,1,ART-1,{preschentsing1=sgratt sgrat}
sgrattar,1,ART-7,{preschentsing1=sgrattel sgrat}
sguazzar,1,ART-1,{preschentsing1=sguazz sguaz}
sguazzar,1,ART-7,{preschentsing1=sguazzel sguaz}
sguttar,1,ART-1,{preschentsing1=sgutt sgut}
sguttar,1,ART-7,{preschentsing1=sguttel sgut}
shoppar,1,ART-1,{preschentsing1=shopp shop/shoppesch}
shoppar,1,ART-7,{preschentsing1=shoppel shop/shoppesch}
siblar,1,ART-7,{preschentsing2=siblas sibla}
sigliottar,1,ART-1,{preschentsing1=sigliott sigliot}
sigliottar,1,ART-7,{preschentsing1=sigliottel sigliot}
singluttar,1,ART-1,{preschentsing1=singlutt singlut}
singluttar,1,ART-7,{preschentsing1=singluttel singlut}
smagliazzar,1,ART-1,{preschentsing1=smagliazz smagliaz}
smagliazzar,1,ART-7,{preschentsing1=smagliazzel smagliaz}
smetter,1,ART-2_3,{preschentsing1=smett smet}
smuttar,1,ART-1,{preschentsing1=smutt smut}
smuttar,1,ART-7,{preschentsing1=smuttel smut}
sniffar,1,ART-1,{preschentsing1=sniff snif}
sniffar,1,ART-7,{preschentsing1=sniffel snif}
snizzar,1,ART-1,{preschentsing1=snizz sniz}
snizzar,1,ART-7,{preschentsing1=snizzel sniz}
spalazzar,1,ART-1,{preschentsing1=spalazz spalaz}
spalazzar,1,ART-7,{preschentsing1=spalazzel spalaz}
spazzar,1,ART-1,{preschentsing1=spazz spaz}
spazzar,1,ART-7,{preschentsing1=spazzel spaz}
spizzar,1,ART-1,{preschentsing1=spizz spiz}
spizzar,1,ART-7,{preschentsing1=spizzel spiz}
splattar,1,ART-1,{preschentsing1=splatt splat}
splattar,1,ART-7,{preschentsing1=splattel splat}
sprizzar,1,ART-1,{preschentsing1=sprizz spriz}
sprizzar,1,ART-7,{preschentsing1=sprizzel spriz}
squittar,1,ART-1,{preschentsing1=squitt squit}
squittar,1,ART-7,{preschentsing1=squittel squit}
stgavazzar,1,ART-1,{preschentsing1=stgavazz stgavaz}
stgavazzar,1,ART-7,{preschentsing1=stgavazzel stgavaz}
stizzar,1,ART-1,{preschentsing1=stizz stiz}
stizzar,1,ART-7,{preschentsing1=stizzel stiz}
stoppar,1,ART-1,{preschentsing1=stopp stop}
stoppar,1,ART-7,{preschentsing1=stoppel stop}
stremblir,1,ART-4,{preschentsing1=strembl stremblel}
subentrar,1,ART-1,{preschentsing1=subentr entr/entrel}
subentrar,1,ART-7,{preschentsing1=subentrel entr/entrel}
succurrer,1,ART-4,{preschentsing1=succurr succur}
suffrir,1,ART-4,{preschentsing1=suffr suffrel/suffresch}
sulazzar,1,ART-1,{preschentsing1=sulazz sulaz}
sulazzar,1,ART-7,{preschentsing1=sulazzel sulaz}
surcollar,1,ART-1,{preschentsing1=surcoll surcol}
surcollar,1,ART-7,{preschentsing1=surcollel surcol}
surcuvrir,1,ART-4,{preschentsing1=surcuvr sucuvr/surcuvrel}
sursbrajattar,1,ART-1,{preschentsing1=sursbrajatt sursbrajat}
sursbrajattar,1,ART-7,{preschentsing1=sursbrajattel sursbrajat}
sutaffittar,1,ART-1,{preschentsing1=sutaffitt sutaffit}
sutaffittar,1,ART-7,{preschentsing1=sutaffittel sutaffit}
suttametter,1,ART-2_3,{preschentsing1=suttamett suttamet}
tettar,1,ART-1,{preschentsing1=tett tet}
tettar,1,ART-7,{preschentsing1=tettel tet}
tezzar,1,ART-1,{preschentsing1=tezz tez}
tezzar,1,ART-7,{preschentsing1=tezzel tez}
tgittar,1,ART-1,{preschentsing1=tgitt tgit}
tgittar,1,ART-7,{preschentsing1=tgittel tgit}
tizzar,1,ART-1,{preschentsing1=tizz tiz}
tizzar,1,ART-7,{preschentsing1=tizzel tiz}
tragutter,1,ART-2_3,{preschentsing1=tragutt tragut}
trametter,1,ART-2_3,{preschentsing1=tramett tramet}
transmetter,1,ART-2_3,{preschentsing1=transmett transmet}
trottar,1,ART-1,{preschentsing1=trott trot}
trottar,1,ART-7,{preschentsing1=trottel trot}
tschalattar,1,ART-1,{preschentsing1=tschalatt tschalat}
tschalattar,1,ART-7,{preschentsing1=tschalattel tschalat}
tschappar,1,ART-1,{preschentsing1=tschapp tschap}
tschappar,1,ART-7,{preschentsing1=tschappel tschap}
tschavattar,1,ART-1,{preschentsing1=tschavatt tschavat}
tschavattar,1,ART-7,{preschentsing1=tschavattel tschavat}
tschiffar,1,ART-1,{preschentsing1=tschiff tschif}
tschiffar,1,ART-7,{preschentsing1=tschiffel tschif}
tschivlottar,1,ART-1,{preschentsing1=tschivlott tschivlot}
tschivlottar,1,ART-7,{preschentsing1=tschivlottel tschivlot}
tschurrar,1,ART-1,{preschentsing1=tschurr tschur}
tschurrar,1,ART-7,{preschentsing1=tschurrel tschur}
tutter,1,ART-2_3,{preschentsing1=tutt tut}
zappar,1,ART-1,{preschentsing1=zapp zap}
zappar,1,ART-7,{preschentsing1=zappel zap}
zullar,1,ART-1,{preschentsing1=zull zul}
zullar,1,ART-7,{preschentsing1=zullel zul}
zuppar,1,ART-1,{preschentsing1=zupp zup}
zuppar,1,ART-7,{preschentsing1=zuppel zup}
